	names	scores	logfoldchanges	pvals	pvals_adj
24022	Chrna3	-2.7135606	-19.791788	0.0067600496499745765	0.018127963083849258
23907	A330094K24Rik	-2.6689794	-19.794209	0.007719779933010989	0.020411780347274262
23349	Pzp	-2.4571438	-19.794561	0.014157624199250828	0.03507522410237506
24437	Smpd3	-2.884706	-19.799492	0.003993932478472287	0.011286434515579055
23151	3110062G12Rik	-2.3876512	-19.800001	0.01712384417650844	0.04140363803589582
24175	6720482G16Rik	-2.775014	-19.800169	0.005613101571409882	0.015344450103972144
23504	AC140192.1	-2.516524	-19.805986	0.01199274774451703	0.03027654512877491
24359	Asb5	-2.8524084	-19.805988	0.004419861197263227	0.012363949419713175
24274	Fbln7	-2.815636	-19.809622	0.004954694619772038	0.013713234842169573
24146	Zfp488	-2.7630177	-19.809792	0.005822123828306615	0.015856151691444696
23869	Clec4a1	-2.6556127	-19.810007	0.008030460386906548	0.02114086151167494
23086	D930019O06Rik	-2.3672476	-19.810284	0.018092636936866448	0.04345344947355465
23132	Ckmt2	-2.3818612	-19.811062	0.01739402388012479	0.041966839627478755
23629	Tnfrsf9	-2.5568888	-19.812735	0.010694131843688186	0.027353168132834203
24591	4930535G08Rik	-2.9415073	-19.816628	0.0033343590852476625	0.009617188770506433
24753	Cers1	-3.0192547	-19.816795	0.00259218018087051	0.007636308993741066
23649	Cd3e	-2.5654342	-19.818771	0.010435831526990676	0.026765772280556804
23636	1700120G07Rik	-2.5598412	-19.823027	0.010604254882332943	0.02714878700599156
23567	Gask1a	-2.5358474	-19.826103	0.011354563459191214	0.02884773896632474
23522	Akirin1-ps	-2.5209925	-19.827377	0.011842405701330844	0.029938635211976376
23345	B830017H08Rik	-2.4562716	-19.82885	0.014191839657885558	0.03514500555154632
24052	Fendrr	-2.7281342	-19.829594	0.0064704494444520295	0.017416037013630044
24081	Trpm5	-2.7375827	-19.83238	0.006288712029254539	0.01699091111649992
23475	Gsdmcl2	-2.5066223	-19.83602	0.012331948862521348	0.03103378068784252
24422	Cblif	-2.876377	-19.840698	0.004100043722162578	0.011559300071983598
23117	Cacna2d4	-2.3788245	-19.843	0.017537209609994494	0.04225925581439266
23246	4833422M21Rik	-2.4231093	-19.843405	0.015548313507032483	0.038056037696851626
